,result,provider,documentation,terms_of_use,time_last_update_unix,time_last_update_utc,time_next_update_unix,time_next_update_utc,time_eol_unix,base_code,rates
LAK,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,17879.988594
LBP,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,15000.0
LKR,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,294.560352
LRD,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,170.234174
LSL,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,19.689781
LYD,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,4.82288
MAD,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,10.166849
MDL,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,17.786992
MGA,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,4392.531682
MKD,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,57.389552
MMK,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,2101.61096
MNT,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,3493.856635
MOP,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,8.068265
MRU,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,34.391396
MUR,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,45.528229
MVR,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,15.445724
MWK,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,1031.40068
MXN,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,17.650577
MYR,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,4.603609
MZN,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,63.970511
NAD,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,19.689781
NGN,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,460.398873
NIO,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,36.544888
NOK,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,11.169216
NPR,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,132.35413
NZD,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,1.653332
OMR,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,0.384497
PAB,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,1.0
PEN,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,3.673925
PGK,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,3.54845
PHP,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,56.332686
PKR,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,284.871965
PLN,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,4.222871
PYG,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,7176.330952
QAR,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,3.64
RON,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,4.621989
RSD,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,109.294099
RUB,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,79.568057
RWF,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,1168.464571
SAR,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,3.75
SBD,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,8.475697
SCR,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,13.568039
SDG,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,551.028712
SEK,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,10.863431
SGD,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,1.351266
SHP,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,0.805787
SLE,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,22.698678
SLL,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,22698.678222
SOS,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,568.318627
SRD,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,37.061953
SSP,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,980.06791
STN,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,22.838037
SYP,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,2513.05226
SZL,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,19.689781
THB,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,34.696912
TJS,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,10.894089
TMT,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,3.500028
TND,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,3.107623
TOP,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,2.362196
TRY,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,20.507504
TTD,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,6.75318
TVD,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,1.53389
TWD,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,30.539873
TZS,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,2365.293756
UAH,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,36.909782
UGX,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,3758.893453
USD,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,1.0
UYU,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,38.807696
UZS,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,11389.687379
VES,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,26.1639
VND,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,23467.14658
VUV,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,118.399245
WST,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,2.745897
XAF,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,611.460003
XCD,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,2.7
XDR,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,0.752939
XOF,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,611.460003
XPF,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,111.237086
YER,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,249.972759
ZAR,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,19.689795
ZMW,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,19.419514
ZWL,success,https://www.exchangerate-api.com,https://www.exchangerate-api.com/docs/free,https://www.exchangerate-api.com/terms,1685491351,"Wed, 31 May 2023 00:02:31 +0000",1685578381,"Thu, 01 Jun 2023 00:13:01 +0000",0,USD,1988.968917
